chapter,method,item_index,id,passage_reference,q_type,question,standard_answer,score_range,models_disagree,llama 1b_score,llama 1b_answer,llama 1b_choice,1.5b_score,1.5b_answer,1.5b_choice,1.7b_score,1.7b_answer,1.7b_choice
1,google_word_by_word,11,uw-174324-open,文本甲 1:13,open,天使对人物甲说了什么？,Do not be afraid; Person B will have a son.,0.5,True,1.0,做不是是害怕的，你的请求有过听到。你的妻子人物乙将要熊你一个儿子，和你是到称呼他人物丙.,,0.5,做不是是害怕的，人物甲;你的请求有到过听到的。,,1.0,天使说：“做不是是害怕的，人物甲；你的请求有听过。你的妻子人物乙将要熊你一个儿子，和你的是到称呼他人物丙。”,
1,google_word_by_word,12,uw-174324-mcq,文本甲 1:13,mcq,天使对人物甲说了什么？,,1.0,True,0.0,,,1.0,不要害怕；人物乙将怀孕生子。,C,1.0,不要害怕；人物乙将怀孕生子。,C
1,google_word_by_word,13,uw-174325-open,文本甲 1:16,open,人物丙将为族群甲做什么？,Turn them back to Most High A.,0.5,True,1.0,他将带来后退许多的人们的族群甲到主人甲。,,0.5,他将带来后退。,,0.5,人物甲将带领族群甲到主人甲的至高者。,
1,google_word_by_word,14,uw-174325-mcq,文本甲 1:16,mcq,人物丙将为族群甲做什么？,,1.0,True,0.0,建造一座新圣殿。,A,1.0,使他们转向神。,D,1.0,使他们转向神。,D
1,google_word_by_word,15,uw-174326-open,文本甲 1:17,open,人物丙的作为将为哪种人预备？,A people prepared for the Master A.,1.0,True,0.0,他将要带来后退多个族群到主人甲。,,1.0,准备好主人的人们。,,0.0,主人甲的至高者甲,
1,google_word_by_word,16,uw-174326-mcq,文本甲 1:17,mcq,人物丙的作为将为哪种人预备？,,0.0,False,1.0,一支为主预备的民众。,D,1.0,一群为主预备的人。,D,1.0,一群为主预备的人。,D
1,google_word_by_word,17,uw-174328-open,文本甲 1:20,open,因不信，人物甲发生了什么？,He would not speak until birth.,1.0,True,0.0,他没有来。,,0.0,他不相信使者乙的消息。,,1.0,人物甲因不信被要求沉默并无法说话。,
1,google_word_by_word,18,uw-174328-mcq,文本甲 1:20,mcq,因不信，人物甲发生了什么？,,0.0,False,0.0,他被圣殿驱逐。,D,0.0,被逐出圣殿。,D,0.0,被逐出圣殿。,D
1,google_word_by_word,19,uw-174329-open,文本甲 1:27,open,六个月后，使者乙访问了谁？,A virgin named Person D.,0.5,True,0.0,在第六月的人物乙 visited 镇庄甲。,,0.0,使者乙拜访了人物戊。,,0.5,使者乙拜访了人物戊。,
1,google_word_by_word,20,uw-174329-mcq,文本甲 1:27,mcq,六个月后，使者乙访问了谁？,,1.0,True,0.0,,,1.0,一位名叫人物丁的童贞女。,C,1.0,一位名叫人物丁的童贞女。,C
1,google_word_by_word,21,uw-174330-open,文本甲 1:31,open,人物丁会发生什么事？,"She will bear a son, Person F.",0.0,False,0.0,做不成。,,0.0,他将要成为尊者。,,0.0,人物丁将成为伟大的统治者。,
1,google_word_by_word,22,uw-174330-mcq,文本甲 1:31,mcq,人物丁会发生什么事？,,1.0,True,0.0,她将成为一位皇后。,D,1.0,她将怀孕生下一个儿子，人物己。,B,1.0,她将怀孕生下一个儿子，人物己。,B
1,google_word_by_word,23,uw-174331-open,文本甲 1:33,open,孩子将做什么？,Reign over Ancestor B's descendants forever.,0.0,False,0.0,他将是伟大的和被称为这个儿子的尊者甲。,,0.0,将要是尊者，统治王国。,,0.0,这个孩子将成为至高者。,
1,google_word_by_word,24,uw-174331-mcq,文本甲 1:33,mcq,孩子将做什么？,,0.0,False,1.0,永远统治祖先乙的后代。,A,1.0,永远统治祖先乙的后裔。,A,1.0,永远统治祖先乙的后裔。,A
1,google_word_by_word,25,uw-174332-open,文本甲 1:35,open,人物丁将如何以童贞女身份怀孕？,Spirit A will come upon her.,1.0,True,1.0,这 天使 回答说， “这 灵甲 将要 来 在 你， 和 这 力量 的 这 尊者甲 将要 蒙上阴影 你。 所以 这 圣 一 到 是 出生 将要 是 称为[b] 这 儿子 的 至高者甲.”,,0.0,这儿子将要出生。,,1.0,圣灵降临,
1,google_word_by_word,26,uw-174332-mcq,文本甲 1:35,mcq,人物丁如何以童贞女身份怀孕？,,1.0,True,0.0,天使将祝福她,A,1.0,灵甲将降临她身上,D,1.0,灵甲将降临她身上,D
1,google_word_by_word,27,uw-174333-open,文本甲 1:35 (#2),open,圣婴是谁的儿子？,Son of Most High A.,1.0,True,0.0,圣婴是天使的儿子。,,0.0,至高者。,,1.0,圣婴是至高者甲的儿子。,
1,google_word_by_word,28,uw-174333-mcq,文本甲 1:35 (#2),mcq,圣婴是谁的儿子？,,1.0,True,1.0,至高者甲的儿子,A,1.0,神的儿子,A,0.0,君王甲的儿子,D
1,google_word_by_word,29,uw-174335-open,文本甲 1:41,open,当人物丁问候人物乙时，人物乙的宝宝做了什么？,Leaped in her womb.,1.0,True,0.0,在一个大声嗓音 她惊呼道： “有福了 是 你 之中 女性， 和 有福的 是 这 孩子 你 将要 熊！,,1.0,婴儿跳跃在子宫。,,1.0,人物乙的孩子在子宫中跳跃,
1,google_word_by_word,30,uw-174335-mcq,文本甲 1:41,mcq,当人物丁问候人物乙时，人物乙的宝宝做了什么？,,1.0,True,0.0,,,1.0,在她的子宫里跳跃,B,1.0,在她的子宫里跳跃,B
1,google_word_by_word,31,uw-174336-open,文本甲 1:42,open,人物乙说谁是蒙福的？,Person D and her baby.,0.5,True,0.0,人物乙说自己是蒙福。,,0.0,实体01,,0.5,人物乙说自己是有福的,
1,google_word_by_word,32,uw-174336-mcq,文本甲 1:42,mcq,人物乙说谁是蒙福的？,,1.0,True,0.0,人物戊和人物丁,B,0.0,人物戊和人物丁,B,1.0,人物丁和她的孩子,A
1,google_word_by_word,33,uw-174339-open,文本甲 1:63,open,人物甲写了什么关于孩子的名字？,His name is Person C.,1.0,True,1.0,人物丙,,0.0,关于人物丙的写作。,,1.0,孩子的名字是人物丙,
1,google_word_by_word,34,uw-174339-mcq,文本甲 1:63,mcq,人物甲写了什么关于孩子的名字？,,1.0,True,0.0,他的名字是人物甲,B,1.0,他的名字是人物丙,A,1.0,他的名字是人物丙,A
1,google_word_by_word,35,uw-174340-open,文本甲 1:64,open,写完名字后人物甲发生了什么？,He spoke and praised Most High A.,0.0,False,1.0,"他开始说话, 赞美至高者甲.",,1.0,他开始说话，赞美至高者甲。,,1.0,人物甲的嘴和舌头变得自由，开始赞美至高者甲。,
1,google_word_by_word,36,uw-174340-mcq,文本甲 1:64,mcq,人物甲写完名字后发生了什么？,,0.0,False,1.0,他说话并赞美神,C,1.0,他说话并赞美神,C,1.0,他说话并赞美神,C
1,google_word_by_word,37,uw-174341-open,文本甲 1:66,open,大家对孩子有什么认识？,The Master A's hand was with him.,0.0,False,0.0,他是神灵。,,0.0,每个人都意识到了孩子的存在。,,0.0,每个人都意识到了孩子的赞美与救赎,
1,google_word_by_word,38,uw-174341-mcq,文本甲 1:66,mcq,大家对孩子有什么认识？,,1.0,True,0.0,他将成为一位伟大的王,D,1.0,主的手与他同在,B,1.0,主的手与他同在,B
1,google_word_by_word,39,uw-174342-open,文本甲 1:68,open,至高者甲完成了什么，使人物甲赞美？,Redemption for his people.,0.5,True,1.0,他赎回他们。,,0.5,救恩,,1.0,至高者甲的到来和赎救使人物甲称赞。,
1,google_word_by_word,40,uw-174342-mcq,文本甲 1:68,mcq,至高者甲完成了什么，使人物甲赞美？,,0.0,False,1.0,为他的百姓带来救赎,A,1.0,为他的子民带来了救赎,A,1.0,为他的子民带来了救赎,A
1,google_word_by_word,41,uw-174343-open,文本甲 1:77,open,人物甲预言人物丙会帮助人们知道什么？,How to be saved through forgiveness.,0.5,True,0.0,天堂的上升太阳,,0.5,他将要给他的人們這知識的救恩。,,0.5,人物甲预言人物丙会帮助人们知道知识的救恩和饶恕的罪恶。,
1,google_word_by_word,42,uw-174343-mcq,文本甲 1:77,mcq,人物甲预言人物丙会帮助人们知道什么？,,1.0,True,0.0,,,1.0,如何通过宽恕得救,A,1.0,如何通过宽恕得救,A
1,google_word_by_word,43,uw-174344-open,文本甲 1:80,open,人物丙在哪里长大和居住？,In the wilderness.,1.0,True,0.0,天堂,,1.0,他住在荒野。,,1.0,这 荒野,
1,google_word_by_word,44,uw-174344-mcq,文本甲 1:80,mcq,人物丙在哪里长大和居住？,,1.0,True,0.0,,,1.0,在旷野,C,1.0,在旷野,C
1,helsinki,1,uw-174316-open,文本甲 1:4,open,文本甲为什么写他的记述？,To assure Recipient A of certainty.,0.5,True,0.0,"见证的,是教诲的仆人。",,0.5,让收信者知道所受的教诲,,0.5,文本甲写记述是为了详细调查并提供有序的帐户，以传达教诲和遵守主人的命令。,
1,helsinki,2,uw-174316-mcq,文本甲 1:4,mcq,文本甲为什么写他的记述？,,1.0,True,0.0,,,1.0,为了使收信者甲确信无疑。,B,1.0,为了使收信者甲确信无疑。,B
1,helsinki,3,uw-174317-open,文本甲 1:6,open,人物甲和人物乙为什么是义人？,They walked blamelessly in commandments.,0.5,True,0.0,答案：因为人物甲和人物乙都是善人,,0.5,他们在至高者眼中是善人,,0.0,至高者甲认为他们都是善人。,
1,helsinki,4,uw-174317-mcq,文本甲 1:6,mcq,为什么人物甲和人物乙被认为是义人？,,1.0,True,0.0,他们捐出了所有财富。,A,1.0,他们无可指摘地遵守了诫命。,D,1.0,他们无可指摘地遵守了诫命。,D
1,helsinki,5,uw-174318-open,文本甲 1:7,open,人物甲和人物乙为什么没有孩子？,Person B was unable to bear.,0.0,False,1.0,人物甲和人物乙因为人物乙无法怀孕而且他们都非常老。,,1.0,人物乙无法怀孕,,1.0,人物乙无法怀孕，且两人年纪较大。,
1,helsinki,6,uw-174318-mcq,文本甲 1:7,mcq,人物甲和人物乙为什么没有孩子？,,1.0,True,0.0,他们选择不生孩子。,C,1.0,人物乙不能生育。,D,1.0,人物乙不能生育。,D
1,helsinki,7,uw-174322-open,文本甲 1:11,open,谁在圣殿向人物甲显现？,An angel of the Master A.,0.0,False,1.0,主的使者乙,,1.0,主人甲的天神,,1.0,主人甲的天神,
1,helsinki,8,uw-174322-mcq,文本甲 1:11,mcq,谁在圣殿向人物甲显现？,,1.0,True,0.0,,,1.0,主的天使。,D,1.0,主的天使。,D
1,helsinki,9,uw-174323-open,文本甲 1:12,open,人物甲如何对天使反应？,He was troubled and afraid.,0.0,False,1.0,他惊慌失措,,1.0,惊慌失措，心怀恐惧,,1.0,人物甲对天使的反应是惊慌失措，心怀恐惧。,
1,helsinki,10,uw-174323-mcq,文本甲 1:12,mcq,人物甲如何对天使反应？,,0.0,False,1.0,他感到惊恐并害怕。,C,1.0,他感到不安和害怕。,C,1.0,他感到不安和害怕。,C
1,helsinki,11,uw-174324-open,文本甲 1:13,open,天使对人物甲说了什么？,Do not be afraid; Person B will have a son.,0.5,True,0.5,你要生一个儿子。,,0.5,不要害怕，你的请求已降临,,1.0,天神对人物甲说，你不要害怕，你的妻子将生子叶哈雅。,
1,helsinki,12,uw-174324-mcq,文本甲 1:13,mcq,天使对人物甲说了什么？,,0.0,False,1.0,不要害怕；人物乙将生一个儿子。,C,1.0,不要害怕；人物乙将怀孕生子。,C,1.0,不要害怕；人物乙将怀孕生子。,C
1,helsinki,13,uw-174325-open,文本甲 1:16,open,人物丙将为族群甲做什么？,Turn them back to Most High A.,1.0,True,0.0,他将在主那里，以先知的精神和力量，帮助父母的心转向他们的子女。,,1.0,使许多族群复返于主人,,1.0,人物丙将使族群甲人复返于主人甲。,
1,helsinki,14,uw-174325-mcq,文本甲 1:16,mcq,人物丙将为族群甲做什么？,,1.0,True,0.0,,,1.0,使他们转向神。,D,1.0,使他们转向神。,D
1,helsinki,15,uw-174326-open,文本甲 1:17,open,人物丙的作为将为哪种人预备？,A people prepared for the Master A.,1.0,True,0.0,主在出生之前必入禁寺。,,1.0,为主人甲作准备的人,,0.5,人物丙的行为将预备人民。,
1,helsinki,16,uw-174326-mcq,文本甲 1:17,mcq,人物丙的作为将为哪种人预备？,,0.0,False,1.0,一支为主预备的民众。,D,1.0,一群为主预备的人。,D,1.0,一群为主预备的人。,D
1,helsinki,17,uw-174328-open,文本甲 1:20,open,因不信，人物甲发生了什么？,He would not speak until birth.,1.0,True,0.0,"我确已老迈了,我的妻子已逝去了。",,1.0,保持沉默直到预定时间,,1.0,人物甲因不信遭遇了无法与人们交流。,
1,helsinki,18,uw-174328-mcq,文本甲 1:20,mcq,因不信，人物甲发生了什么？,,1.0,True,0.0,他被雷击中。,B,1.0,直到孩子出生前他都不能说话。,A,0.0,被逐出圣殿。,D
1,helsinki,19,uw-174329-open,文本甲 1:27,open,六个月后，使者乙访问了谁？,A virgin named Person D.,1.0,True,0.5,人物戊,,1.0,人物丁,,0.0,,
1,helsinki,20,uw-174329-mcq,文本甲 1:27,mcq,六个月后，使者乙访问了谁？,,0.0,False,1.0,一位名叫人物丁的处女。,C,1.0,一位名叫人物丁的童贞女。,C,1.0,一位名叫人物丁的童贞女。,C
1,helsinki,21,uw-174330-open,文本甲 1:31,open,人物丁会发生什么事？,"She will bear a son, Person F.",1.0,True,1.0,"你会生下一个儿子,叫做人物己。",,0.0,感到非常不安,,0.5,人物丁将生下一个儿子并继承父亲的宝座,
1,helsinki,22,uw-174330-mcq,文本甲 1:31,mcq,人物丁会发生什么事？,,0.0,False,1.0,她将生一个儿子，人物己。,B,1.0,她将怀孕生下一个儿子，人物己。,B,1.0,她将怀孕生下一个儿子，人物己。,B
1,helsinki,23,uw-174331-open,文本甲 1:33,open,孩子将做什么？,Reign over Ancestor B's descendants forever.,1.0,True,0.0,他将统治城市甲的后裔,,1.0,统治叶尔孤白的后裔,,0.5,这个孩子将被称为至尊的子嗣。,
1,helsinki,24,uw-174331-mcq,文本甲 1:33,mcq,孩子将做什么？,,0.0,False,1.0,永远统治祖先乙的后代。,A,1.0,永远统治祖先乙的后裔。,A,1.0,永远统治祖先乙的后裔。,A
1,helsinki,25,uw-174332-open,文本甲 1:35,open,人物丁将如何以童贞女身份怀孕？,Spirit A will come upon her.,1.0,True,1.0,"使者乙说:灵甲将降临你们,尊者甲的力量将笼罩你们,故要出生的圣者,将被称作至高者甲的儿子。",,1.0,至尊者的力量笼罩她,,0.0,人物丁以童贞女身份受孕，因她是一个处女。,
1,helsinki,26,uw-174332-mcq,文本甲 1:35,mcq,人物丁如何以童贞女身份怀孕？,,1.0,True,0.0,,,1.0,灵甲将降临她身上,D,1.0,灵甲将降临她身上,D
1,helsinki,27,uw-174333-open,文本甲 1:35 (#2),open,圣婴是谁的儿子？,Son of Most High A.,0.0,False,1.0,圣婴是至高者甲的儿子。,,1.0,至尊者甲的儿子,,1.0,至高者甲的儿子,
1,helsinki,28,uw-174333-mcq,文本甲 1:35 (#2),mcq,圣婴是谁的儿子？,,1.0,True,1.0,至高者甲的儿子,A,1.0,神的儿子,A,0.0,君王甲的儿子,D
1,helsinki,29,uw-174335-open,文本甲 1:41,open,当人物丁问候人物乙时，人物乙的宝宝做了什么？,Leaped in her womb.,0.0,False,1.0,婴儿跳进她的子宫,,1.0,婴儿跳进她的子宫,,1.0,婴儿跳进她的子宫,
1,helsinki,30,uw-174335-mcq,文本甲 1:41,mcq,当人物丁问候人物乙时，人物乙的宝宝做了什么？,,1.0,True,0.0,,,1.0,在她的子宫里跳跃,B,1.0,在她的子宫里跳跃,B
1,helsinki,31,uw-174336-open,文本甲 1:42,open,人物乙说谁是蒙福的？,Person D and her baby.,0.5,True,0.0,人物甲,,0.5,女子中是受福的,,0.0,人物乙和人物丁,
1,helsinki,32,uw-174336-mcq,文本甲 1:42,mcq,人物乙说谁是蒙福的？,,1.0,True,0.0,人物甲和人物乙,C,1.0,人物丁和她的孩子,A,1.0,人物丁和她的孩子,A
1,helsinki,33,uw-174339-open,文本甲 1:63,open,人物甲写了什么关于孩子的名字？,His name is Person C.,0.0,False,1.0,人物甲写道：“他的名字是人物丙。”,,1.0,他写了孩子的名字是人物丙,,1.0,人物甲写了孩子名字是“人物丙”。,
1,helsinki,34,uw-174339-mcq,文本甲 1:63,mcq,人物甲写了什么关于孩子的名字？,,1.0,True,0.0,他的名字是人物甲,B,1.0,他的名字是人物丙,A,1.0,他的名字是人物丙,A
1,helsinki,35,uw-174340-open,文本甲 1:64,open,写完名字后人物甲发生了什么？,He spoke and praised Most High A.,1.0,True,0.0,人物甲开始演奏吉他。,,0.5,他张开嘴，开始说话,,1.0,他开始说话并赞美至高者甲。,
1,helsinki,36,uw-174340-mcq,文本甲 1:64,mcq,人物甲写完名字后发生了什么？,,1.0,True,0.0,,,1.0,他说话并赞美神,C,1.0,他说话并赞美神,C
1,helsinki,37,uw-174341-open,文本甲 1:66,open,大家对孩子有什么认识？,The Master A's hand was with him.,0.5,True,0.0,敬畏,,0.0,孩子将如何发展,,0.5,孩子与主人甲有特殊关系。,
1,helsinki,38,uw-174341-mcq,文本甲 1:66,mcq,大家对孩子有什么认识？,,1.0,True,0.0,他将成为一位伟大的王,D,1.0,主的手与他同在,B,1.0,主的手与他同在,B
1,helsinki,39,uw-174342-open,文本甲 1:68,open,至高者甲完成了什么，使人物甲赞美？,Redemption for his people.,0.5,True,0.5,主手替他赎罪。,,1.0,至高者甲为百姓赎罪,,0.5,至高者甲升起了救赎的号角,
1,helsinki,40,uw-174342-mcq,文本甲 1:68,mcq,至高者甲完成了什么，使人物甲赞美？,,1.0,True,0.0,,,1.0,为他的子民带来了救赎,A,1.0,为他的子民带来了救赎,A
1,helsinki,41,uw-174343-open,文本甲 1:77,open,人物甲预言人物丙会帮助人们知道什么？,How to be saved through forgiveness.,1.0,True,0.0,尊者甲的子孙阿要被称为先知。,,0.5,拯救的知识,,1.0,人物丙将帮助人们通过赦宥罪过而得享拯救的知识。,
1,helsinki,42,uw-174343-mcq,文本甲 1:77,mcq,人物甲预言人物丙会帮助人们知道什么？,,1.0,True,0.0,,,1.0,如何通过宽恕得救,A,1.0,如何通过宽恕得救,A
1,helsinki,43,uw-174344-open,文本甲 1:80,open,人物丙在哪里长大和居住？,In the wilderness.,1.0,True,0.0,天空,,1.0,曠野,,0.0,不在passage中提及,
1,helsinki,44,uw-174344-mcq,文本甲 1:80,mcq,人物丙在哪里长大和居住？,,1.0,True,0.0,在村庄甲,B,1.0,在旷野,C,1.0,在旷野,C
1,llm_prompt_high,1,uw-174316-open,文本甲 1:4,open,文本甲为什么写他的记述？,To assure Recipient A of certainty.,1.0,True,0.0,从头仔细考察了一切。,,1.0,为了让收信者甲知道所学之事的确实性。,,1.0,文本甲写记述的目的是为了让人知道所学之事的确实性。,
1,llm_prompt_high,2,uw-174316-mcq,文本甲 1:4,mcq,文本甲为什么写他的记述？,,0.0,False,1.0,为了确保收信者甲的确定性。,B,1.0,为了使收信者甲确信无疑。,B,1.0,为了使收信者甲确信无疑。,B
1,llm_prompt_high,3,uw-174317-open,文本甲 1:6,open,人物甲和人物乙为什么是义人？,They walked blamelessly in commandments.,1.0,True,0.0,他们没有孩子。,,1.0,因为两人都在至高者面前义行无瑕。,,1.0,人物甲和人物乙因遵守至高者至高者甲的诫命和律例而成为义人。,
1,llm_prompt_high,4,uw-174317-mcq,文本甲 1:6,mcq,为什么人物甲和人物乙被认为是义人？,,0.0,False,1.0,他们在诫命中行无可指摘。,D,1.0,他们无可指摘地遵守了诫命。,D,1.0,他们无可指摘地遵守了诫命。,D
1,llm_prompt_high,5,uw-174318-open,文本甲 1:7,open,人物甲和人物乙为什么没有孩子？,Person B was unable to bear.,0.0,False,1.0,他们没有孩子，因为 人物乙 不怀孕。,,1.0,人物乙无法怀孕。,,1.0,人物乙无法怀孕,
1,llm_prompt_high,6,uw-174318-mcq,文本甲 1:7,mcq,人物甲和人物乙为什么没有孩子？,,1.0,True,0.0,他们选择不生孩子。,C,1.0,人物乙不能生育。,D,1.0,人物乙不能生育。,D
1,llm_prompt_high,7,uw-174322-open,文本甲 1:11,open,谁在圣殿向人物甲显现？,An angel of the Master A.,0.5,True,0.5,天使,,1.0,主人甲的天使,,1.0,主人甲的天使,
1,llm_prompt_high,8,uw-174322-mcq,文本甲 1:11,mcq,谁在圣殿向人物甲显现？,,0.0,False,1.0,主的天使。,D,1.0,主的天使。,D,1.0,主的天使。,D
1,llm_prompt_high,9,uw-174323-open,文本甲 1:12,open,人物甲如何对天使反应？,He was troubled and afraid.,1.0,True,0.0,不要害怕,,1.0,人物甲惊慌害怕。,,1.0,惊慌害怕,
1,llm_prompt_high,10,uw-174323-mcq,文本甲 1:12,mcq,人物甲如何对天使反应？,,0.0,False,1.0,他感到惊恐并害怕。,C,1.0,他感到不安和害怕。,C,1.0,他感到不安和害怕。,C
1,llm_prompt_high,11,uw-174324-open,文本甲 1:13,open,天使对人物甲说了什么？,Do not be afraid; Person B will have a son.,0.5,True,1.0,不要害怕，你的祈求被垂听。你的妻子 人物乙 将给你生一个儿子，你要给他起名叫 人物丙。,,0.5,不要害怕， 人物甲，你的请求 已蒙垂听。,,0.5,天使对人物甲说不要害怕，并告知其请求已获批准，需给儿子起名人物丙。,
1,llm_prompt_high,12,uw-174324-mcq,文本甲 1:13,mcq,天使对人物甲说了什么？,,0.0,False,1.0,不要害怕；人物乙将生一个儿子。,C,1.0,不要害怕；人物乙将怀孕生子。,C,1.0,不要害怕；人物乙将怀孕生子。,C
1,llm_prompt_high,13,uw-174325-open,文本甲 1:16,open,人物丙将为族群甲做什么？,Turn them back to Most High A.,0.5,True,1.0,他将为族群甲回转归向他们的至高者甲。,,0.5,他将使众族群甲归向他们的至高者主人甲。,,1.0,人物甲将使族群甲归向至高者主人甲。,
1,llm_prompt_high,14,uw-174325-mcq,文本甲 1:16,mcq,人物丙将为族群甲做什么？,,0.0,False,1.0,使他们归向上帝。,D,1.0,使他们转向神。,D,1.0,使他们转向神。,D
1,llm_prompt_high,15,uw-174326-open,文本甲 1:17,open,人物丙的作为将为哪种人预备？,A people prepared for the Master A.,1.0,True,0.0,父亲的心转向儿女。,,1.0,预备一群合适的人。,,1.0,一群合适的人,
1,llm_prompt_high,16,uw-174326-mcq,文本甲 1:17,mcq,人物丙的作为将为哪种人预备？,,0.0,False,1.0,一支为主预备的民众。,D,1.0,一群为主预备的人。,D,1.0,一群为主预备的人。,D
1,llm_prompt_high,17,uw-174328-open,文本甲 1:20,open,因不信，人物甲发生了什么？,He would not speak until birth.,1.0,True,1.0,天使说：“你将保持沉默，直到这事成就的那一天，因为你不信我的话，而这话必在定时实现。”,,0.0,他不信天使的话。,,1.0,人物甲无法说话,
1,llm_prompt_high,18,uw-174328-mcq,文本甲 1:20,mcq,因不信，人物甲发生了什么？,,1.0,True,0.0,他被雷击中。,B,1.0,直到孩子出生前他都不能说话。,A,0.0,暂时失明。,C
1,llm_prompt_high,19,uw-174329-open,文本甲 1:27,open,六个月后，使者乙访问了谁？,A virgin named Person D.,1.0,True,0.0,主人甲,,1.0,人物丁。,,0.0,人物丁,
1,llm_prompt_high,20,uw-174329-mcq,文本甲 1:27,mcq,六个月后，使者乙访问了谁？,,1.0,True,0.0,田野里的牧羊人。,D,1.0,一位名叫人物丁的童贞女。,C,1.0,一位名叫人物丁的童贞女。,C
1,llm_prompt_high,21,uw-174330-open,文本甲 1:31,open,人物丁会发生什么事？,"She will bear a son, Person F.",1.0,True,1.0,你将怀孕生子，起名叫 人物己。,,0.0,他将怀孕生子。,,0.5,人物丁将怀孕生子并被赐予宝座，统治先祖乙的后裔,
1,llm_prompt_high,22,uw-174330-mcq,文本甲 1:31,mcq,人物丁会发生什么事？,,0.0,False,1.0,她将生一个儿子，人物己。,B,1.0,她将怀孕生下一个儿子，人物己。,B,1.0,她将怀孕生下一个儿子，人物己。,B
1,llm_prompt_high,23,uw-174331-open,文本甲 1:33,open,孩子将做什么？,Reign over Ancestor B's descendants forever.,0.0,False,1.0,王国永无终结。,,1.0,他将统治先祖乙的后裔，国度永无终结。,,1.0,这个孩子将统治先祖乙的后裔，国度永无终结。,
1,llm_prompt_high,24,uw-174331-mcq,文本甲 1:33,mcq,孩子将做什么？,,0.0,False,1.0,永远统治祖先乙的后代。,A,1.0,永远统治祖先乙的后裔。,A,1.0,永远统治祖先乙的后裔。,A
1,llm_prompt_high,25,uw-174332-open,文本甲 1:35,open,人物丁将如何以童贞女身份怀孕？,Spirit A will come upon her.,0.0,False,1.0,天使回答：“圣灵要降临你身上，至高者的能力要荫庇你。因此，那将生的圣者必称为 至高者甲 的儿子。”,,1.0,圣灵临到他。,,1.0,圣灵的临在使人物丁以童贞女身份受孕。,
1,llm_prompt_high,26,uw-174332-mcq,文本甲 1:35,mcq,人物丁如何以童贞女身份怀孕？,,1.0,True,1.0,灵甲将降临她身上,D,0.0,她会祈求奇迹,B,1.0,灵甲将降临她身上,D
1,llm_prompt_high,27,uw-174333-open,文本甲 1:35 (#2),open,圣婴是谁的儿子？,Son of Most High A.,0.0,False,1.0,至高者甲的儿子,,1.0,至尊者的子。,,1.0,圣婴是至高者的儿子。,
