chapter,id,reference,correct,prior_answerability,open_book_choice,open_book_correct,dynamic_range,real_clean_correct,dead_weight,question,opt_A,opt_B,opt_C,opt_D,closed_guesses
7,uw-174442-mcq,7:49,C,0.20,D,0,-0.2,True,False,当玛伦赦罪时人们的反应是怎样？,他们都不去理会他,他们出声讥笑他,彼此议论这是谁竟能赦罪,他们高声赞美他,CDDDA
8,uw-174444-mcq,8:11,D,0.20,B,0,-0.2,True,False,在玛伦的比喻中，种子是什么？,天上的国度,信徒的信心,神对人的爱,上帝的话语,CADAB
8,uw-174447-mcq,8:14,C,0.20,D,0,-0.2,False,False,荆棘里的种子代表谁？,听了道，随后被魔鬼夺去而不信,听了道，欢喜领受却在试炼中跌倒,听了道，却被今生忧虑和财富挤住,听了道，持守到底并结出果实,ACDBD
1,uw-174324-mcq,1:13,B,0.20,B,1,0.8,False,False,天使对珂温说了什么？,你要预备迎接大饥荒,不要惧怕，你妻子必生一子,你要立刻离殿洁净自己,你要另建一座新的祭坛,DBCCC
1,uw-174333-mcq,1:35(#2),B,0.20,B,1,0.8,True,False,圣婴是谁的儿子？,祭司珂温的儿子,至高上帝的儿子,未婚夫米恒的儿子,先知珈伦的儿子,BDDCA
1,uw-174343-mcq,1:77,A,0.20,A,1,0.8,True,False,珂温预言米珥将帮助人们知道什么？,怎样借着罪得赦免而得救,怎样建造合神心意的圣殿,怎样战胜欺压他们的仇敌,怎样积攒地上丰富的财富,ABBCB
2,uw-174361-mcq,2:46,A,0.20,A,1,0.8,False,False,玛伦的父母在哪里找到他？,在圣殿里坐在众教师当中,在热闹拥挤的集市上,在城外的田野里,在一位亲戚的家里,CBADB
3,uw-174374-mcq,3:22,D,0.20,D,1,0.8,True,False,玛伦受洗后谁从天降下？,圣灵，如火焰临到,一位天使从云中显现,一道光照亮四周,圣灵，形状像鸽子,DABBC
4,uw-174380-mcq,4:4,A,0.20,A,1,0.8,True,False,玛伦 说人不能单靠什么活着？,单靠食物,单靠美酒,单靠鱼肉,单靠饮水,BCABD
4,uw-174397-mcq,4:40,A,0.20,A,1,0.8,True,False,玛伦 为病人做什么？,他为他们按手医治,他送他们去看医生,他给他们服用药物,他为他们献上祷告,B?ABB
4,uw-174398-mcq,4:41,B,0.20,B,1,0.8,False,False,被赶出的 恶魔 说了什么？,玛伦是一位教师,玛伦是神的儿子,玛伦是一位先知,玛伦是万民君王,DAABD
5,uw-174406-mcq,5:20,A,0.20,A,1,0.8,True,False,主对瘫痪的人说了什么？,你的罪得了赦免,你要多多地祷告,你的病已经好了,你起来就能行走,DDDCA
7,uw-174431-mcq,7:7,A,0.20,A,1,0.8,True,False,百夫长希望玛伦怎样医治他的仆人？,只需说一句话,用草药来医治,亲手按在他身上,派一位医生前去,CDACD
7,uw-174434-mcq,7:16,C,0.20,C,1,0.8,True,False,玛伦使那寡妇的儿子复活后人们说什么？,他不过是个行法术的术士,他是个了不起的教师,有一位大先知在我们中间兴起,他是我们所盼望的君王,DBACD
8,uw-174452-mcq,8:33,B,0.20,B,1,0.8,True,False,鬼离开人之后去了哪里？,径直沉入了海底,进入猪群奔入湖中淹死,转移到另一个人身上,逃往旷野荒地中,ADBCC
1,uw-174330-mcq,1:31,C,0.00,D,0,0.0,True,False,芮茉会发生什么？,她将成为一国的王后,她将远行前往异地,她要怀胎生下一个儿子,她将得着先知的恩赐,BABBD
2,uw-174347-mcq,2:7,D,0.00,A,0,0.0,True,False,芮茉把她刚出生的儿子放在哪里？,放在客房中的床上,放在编好的摇篮里,放在铺草的篮子里,放在喂牲口的槽里,BBBBB
2,uw-174351-mcq,2:15,C,0.00,B,0,0.0,True,False,天使离开后牧羊人去了哪里？,回维珥顿城,往泰洛村去,往亚斯林城去,回自己田野,BAABD
3,uw-174365-mcq,3:3,C,0.00,B,0,0.0,True,False,米珥在约旦河周围传讲什么信息？,要守全律法、行洁净礼,要献祭赎罪、得神悦纳,要痛悔归正、受洗除罪,要起来反抗外邦的辖制,ABDBB
3,uw-174375-mcq,3:22(#2),A,0.00,B,0,0.0,True,False,天上的声音说了什么？,你是我所疼爱的儿子,看哪，这是主的先知,这是除罪的神羔羊,我今日立你作君王,BBBDB
4,uw-174381-mcq,4:5,B,0.00,D,0,0.0,True,False,魔君 从高处给玛伦 展示了什么？,圣殿的荣美,天下万国的荣华,应许之地全境,旷野的尽头,DACDA
4,uw-174392-mcq,4:28,D,0.00,A,0,0.0,True,False,人们如何回应玛伦 的榜样？,满怀着感激,大惑而不解,满心都欢喜,个个怒气填胸,BBBAA
4,uw-174395-mcq,4:34,C,0.00,B,0,0.0,True,False,恶魔 知道关于玛伦 什么？,玛伦是一位先知,玛伦是一位教师,玛伦是神的圣者,玛伦是一位君王,BAAAA
4,uw-174396-mcq,4:36,D,0.00,B,0,0.0,True,False,玛伦 赶鬼之后人们有什么反应？,个个大惑不解,人人心生愤怒,众人无动于衷,无不惊讶称奇,CCBAC
4,uw-174396-mcq,4:36,D,0.00,B,0,0.0,True,False,玛伦 赶鬼之后人们有什么反应？,个个大惑不解,人人心生愤怒,众人无动于衷,无不惊讶称奇,CBCCA
4,uw-174399-mcq,4:43,C,0.00,D,0,0.0,True,False,玛伦 为什么被差遣？,为要行各样的神迹,为要建造宏伟殿宇,为要传扬神国的好消息,为要招聚众多门徒,ADDDB
4,uw-174396-mcq,4:36,D,0.00,B,0,0.0,True,False,玛伦 驱魔后人们有何反应？,个个大惑不解,人人心生愤怒,众人无动于衷,无不惊讶称奇,BCACA
5,uw-174403-mcq,5:8,C,0.00,D,0,0.0,True,False,大量捕鱼后，亚磐叫主做什么？,再教导他更多道理,祝福这一网的鱼,离开他这个罪人,留下来与他同住,DAADB
7,uw-174440-mcq,7:38,A,0.00,B,0,0.0,True,False,在法利赛人家中，城里那个妇人对玛伦做了什么？,用眼泪湿他的脚又抹上香膏,俯伏在他脚前恳切祷告,献上一份十分贵重的礼物,为他打水洗手并奉上茶,BBBBC
8,uw-174445-mcq,8:12,A,0.00,D,0,0.0,True,False,路旁的种子代表谁？,听了道，随后被魔鬼夺去而不信,听了道，欢喜领受却没有根基,听了道，被今生的思虑挤住,听了道，持守到底并结出果实,BCDDB
1,uw-174318-mcq,1:7,C,0.00,C,1,1.0,True,False,珂温和哈丽为什么没有孩子？,他们许愿终身不生养儿女,他们常年在外奔波服事,哈丽的身体一直不能生育,他们的孩子都早年夭折,AAABA
1,uw-174322-mcq,1:11,D,0.00,D,1,1.0,True,False,谁在圣殿向珂温显现？,另一个班次的祭司长,一位向他显现的先知,从至圣所发出的声音,主从天上差来的天使,CBCCC
1,uw-174331-mcq,1:33,D,0.00,D,1,1.0,True,False,这个孩子会做什么？,起来重建荒废已久的圣殿,领导百姓起义反抗外邦,成为一位伟大的律法教师,永永远远作王管理他的子民,ACBBA
1,uw-174339-mcq,1:63,A,0.00,A,1,1.0,True,False,珂温写了关于孩子名字的什么？,这孩子的名字要叫米珥,这孩子要随父亲叫珂温,这孩子的名字要叫米恒,这孩子的名字要叫芮谷,BBBB?
4,uw-174377-mcq,4:1,B,0.00,B,1,1.0,True,False,谁带领玛伦进入旷野？,一位天使,至高者的圣灵,先知施洗米珥,试探人的魔君,CC?CC
4,uw-174398-mcq,4:41,B,0.00,B,1,1.0,False,False,被赶出的 恶魔 说了什么？,玛伦是一位教师,玛伦是神的儿子,玛伦是一位先知,玛伦是万民君王,ACACC
5,uw-174400-mcq,5:4,D,0.00,D,1,1.0,True,False,主吩咐亚磐将船划到哪里？,划回岸边浅滩,划向对岸城镇,划到隐蔽港湾,划到水深之处,BACAA
5,uw-174402-mcq,5:6,B,0.00,B,1,1.0,True,False,放下网时，网开始发生什么？,缠成一团,渐渐地被撑破,一条鱼也没网住,被水冲走,DADCC
6,uw-174415-mcq,6:5,D,0.00,D,1,1.0,True,False,玛伦为自己宣称什么称号？,万王之王,芮谷子孙,和平君王,安息日的主,BACAA
6,uw-174424-mcq,6:42,D,0.00,D,1,1.0,True,False,在去除别人眼中的刺之前，我们必须做什么？,先请人帮你一同察看,先求神赐下智慧,先数算他一切的过错,先除去自己眼中的大梁,BAACC
6,uw-174427-mcq,6:47,A,0.00,A,1,1.0,True,False,谁像是在磐石上建房的人？,听了我的话就去遵行的人,选用昂贵材料建造的人,贪图快速草率建造的人,忽视一切劝告的人,CCBBD
7,uw-174436-mcq,7:26,D,0.00,D,1,1.0,True,False,玛伦怎样评价施洗米珥？,米珥不过是税吏,米珥只是寻常渔夫,米珥与常人无异,米珥比先知更大,ABCAB
8,uw-174455-mcq,8:55,D,0.00,D,1,1.0,True,False,玛伦在黛恩家做了什么？,喂饱了黛恩的全家人,向众人讲道并教训,医好了黛恩的妻子,使黛恩的女儿从死里复活,BBBBB
