experiment,variant,status,chapters_scored,chapter_count,missing_count,actual_rate_mean,combined_score,mcq_accuracy,open_llm_score_mean,answer_confidence_mean,insufficient_information_rate,evidence_supported_rate,generation_errors,total_items
addition,neutral_20%,complete,"1,2,3,4,5,6,7,8",8,0,0.20022308979364195,0.6015625,0.71875,0.484375,0.8613636363636357,0.022727272727272728,0.9772727272727273,0,192
addition,bad_20%,complete,"1,2,3,4,5,6,7,8",8,0,0.2041271611823759,0.5859375,0.71875,0.453125,0.8772727272727266,0.022727272727272728,0.9772727272727273,0,192
addition,adversarial_20%,complete,"1,2,3,4,5,6,7,8",8,0,0.20524261015058562,0.5416666666666666,0.6145833333333334,0.46875,0.8590909090909086,0.06818181818181818,0.9545454545454546,0,192
addition,neutral_30%,complete,"1,2,3,4,5,6,7,8",8,0,0.301728945900725,0.5755208333333334,0.6979166666666666,0.453125,0.9022727272727267,0.045454545454545456,1.0,0,192
addition,bad_30%,complete,"1,2,3,4,5,6,7,8",8,0,0.3034021193530396,0.6145833333333334,0.7395833333333334,0.4895833333333333,0.8568181818181813,0.045454545454545456,0.9545454545454546,0,192
addition,adversarial_30%,complete,"1,2,3,4,5,6,7,8",8,0,0.3028443948689347,0.5442708333333334,0.6041666666666666,0.484375,0.8795454545454539,0.06818181818181818,0.9772727272727273,0,192
omission,0%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5625,0.6666666666666666,0.4583333333333333,,,,0,192
omission,5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.4661458333333333,0.65625,0.2760416666666667,,,,0,192
omission,10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5182291666666666,0.625,0.4114583333333333,,,,0,192
omission,15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5130208333333334,0.6354166666666666,0.390625,,,,0,192
omission,20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.4947916666666667,0.625,0.3645833333333333,,,,0,192
omission,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.4739583333333333,0.59375,0.3541666666666667,,,,0,192
mistranslation,0%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5390625,0.6458333333333334,0.4322916666666667,,,,0,192
mistranslation,5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5416666666666666,0.6666666666666666,0.4166666666666667,,,,0,192
mistranslation,10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5026041666666666,0.5833333333333334,0.421875,,,,0,192
mistranslation,15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.53125,0.6458333333333334,0.4166666666666667,,,,0,192
mistranslation,20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.4583333333333333,0.5416666666666666,0.375,,,,0,192
mistranslation,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.4453125,0.5520833333333334,0.3385416666666667,,,,0,192
grammar,0%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5390625,0.6458333333333334,0.4322916666666667,,,,0,192
grammar,5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.53125,0.65625,0.40625,,,,0,192
grammar,10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5078125,0.6145833333333334,0.4010416666666667,,,,0,192
grammar,15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5520833333333334,0.6666666666666666,0.4375,,,,0,192
grammar,20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5859375,0.7083333333333334,0.4635416666666667,,,,0,192
grammar,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5364583333333334,0.625,0.4479166666666667,,,,0,192
inconsistency,0%,missing,,0,0,,,,,,,,,
inconsistency,name_5%,missing,,0,0,,,,,,,,,
inconsistency,style_5%,missing,,0,0,,,,,,,,,
inconsistency,name_10%,missing,,0,0,,,,,,,,,
inconsistency,style_10%,missing,,0,0,,,,,,,,,
inconsistency,name_15%,missing,,0,0,,,,,,,,,
inconsistency,style_15%,missing,,0,0,,,,,,,,,
inconsistency,name_20%,missing,,0,0,,,,,,,,,
inconsistency,style_20%,missing,,0,0,,,,,,,,,
local_inconsistency,style_5%,complete,"1,2,3,4,5,6,7,8",8,0,0.05852768473572265,0.5833333333333334,0.6875,0.4791666666666667,,,,0,192
local_inconsistency,style_10%,complete,"1,2,3,4,5,6,7,8",8,0,0.07282545092552921,0.5729166666666666,0.6770833333333334,0.46875,,,,0,192
local_inconsistency,style_15%,complete,"1,2,3,4,5,6,7,8",8,0,0.08495588372316706,0.5625,0.6875,0.4375,,,,0,192
local_inconsistency,style_20%,complete,"1,2,3,4,5,6,7,8",8,0,0.09298424478452536,0.5625,0.6666666666666666,0.4583333333333333,,,,0,192
awkward,0%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5442708333333334,0.6458333333333334,0.4427083333333333,,,,0,192
awkward,5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5546875,0.6354166666666666,0.4739583333333333,,,,0,192
awkward,10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5364583333333334,0.6354166666666666,0.4375,,,,0,192
awkward,15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5286458333333334,0.6354166666666666,0.421875,,,,0,192
awkward,20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5390625,0.6354166666666666,0.4427083333333333,,,,0,192
awkward,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.5286458333333334,0.59375,0.4635416666666667,,,,0,192
