experiment,variant,status,chapters_scored,chapter_count,missing_count,actual_rate_mean,combined_score,mcq_accuracy,open_llm_score_mean,answer_confidence_mean,insufficient_information_rate,evidence_supported_rate,generation_errors,total_items
mistranslation,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.609375,0.6770833333333334,0.5416666666666666,,,,0,192
grammar,0%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7395833333333334,0.7604166666666666,0.71875,,,,0,192
grammar,5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7552083333333334,0.7708333333333334,0.7395833333333334,,,,0,192
grammar,10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7473958333333334,0.78125,0.7135416666666666,,,,0,192
grammar,15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7291666666666666,0.7708333333333334,0.6875,,,,0,192
grammar,20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.734375,0.7708333333333334,0.6979166666666666,,,,0,192
grammar,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7369791666666666,0.8229166666666666,0.6510416666666666,,,,0,192
inconsistency,0%,missing,,0,0,,,,,,,,,
inconsistency,name_5%,missing,,0,0,,,,,,,,,
inconsistency,style_5%,missing,,0,0,,,,,,,,,
inconsistency,name_10%,missing,,0,0,,,,,,,,,
inconsistency,style_10%,missing,,0,0,,,,,,,,,
inconsistency,name_15%,missing,,0,0,,,,,,,,,
inconsistency,style_15%,missing,,0,0,,,,,,,,,
inconsistency,name_20%,missing,,0,0,,,,,,,,,
inconsistency,style_20%,missing,,0,0,,,,,,,,,
local_inconsistency,style_5%,complete,"1,2,3,4,5,6,7,8",8,0,0.05876839614260174,0.7421875,0.7395833333333334,0.7447916666666666,,,,0,192
local_inconsistency,style_10%,complete,"1,2,3,4,5,6,7,8",8,0,0.07425170553659086,0.734375,0.7395833333333334,0.7291666666666666,,,,0,192
local_inconsistency,style_15%,complete,"1,2,3,4,5,6,7,8",8,0,0.08706730353184462,0.7369791666666666,0.75,0.7239583333333334,,,,0,192
local_inconsistency,style_20%,complete,"1,2,3,4,5,6,7,8",8,0,0.09559600458380298,0.7239583333333334,0.7291666666666666,0.71875,,,,0,192
awkward,0%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7473958333333334,0.7604166666666666,0.734375,,,,0,192
awkward,5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7604166666666666,0.7708333333333334,0.75,,,,0,192
awkward,10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7578125,0.75,0.765625,,,,0,192
awkward,15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7317708333333334,0.7708333333333334,0.6927083333333334,,,,0,192
awkward,20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7265625,0.7604166666666666,0.6927083333333334,,,,0,192
awkward,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7447916666666666,0.78125,0.7083333333333334,,,,0,192
