chapter,method,source_words,error_count,weighted_penalty,penalty_per_1000_words,mqm_quality_0_1,source_file,translation_file,accuracy_addition_count,accuracy_addition_penalty,accuracy_mistranslation_count,accuracy_mistranslation_penalty,accuracy_omission_count,accuracy_omission_penalty,fluency_grammar_count,fluency_grammar_penalty,other_count,other_penalty,terminology_count,terminology_penalty,untranslated_non_translation_count,untranslated_non_translation_penalty,critical_count,major_count,minor_count
4,llm_prompt_high,1049,3,11,10.486177311725452,0.08706116690181759,evaluation/outputs/luke4/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/llm_prompt_high/passage_target.txt,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,2,1
4,llm_prompt_low,1049,7,15,14.299332697807436,0.06536232787089538,evaluation/outputs/luke4/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/llm_prompt_low/passage_target.txt,0,0,3,11,3,3,1,1,0,0,0,0,0,0,0,2,5
4,llm_prompt_medium,1049,5,9,8.579599618684462,0.10438849636779779,evaluation/outputs/luke4/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/llm_prompt_medium/passage_target.txt,0,0,1,1,3,7,0,0,0,0,1,1,0,0,0,1,4
4,mBART-50,1003,22,46,45.86241276171486,0.02133906346403421,evaluation/outputs/luke4/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/mBART-50/passage_target.txt,0,0,3,15,5,17,4,4,2,2,8,8,0,0,0,6,16
4,nllb-200-1.3B,1003,20,64,63.80857427716849,0.015430057074288881,evaluation/outputs/luke4/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/nllb-200-1.3B/passage_target.txt,1,1,4,20,10,38,5,5,0,0,0,0,0,0,0,11,9
4,nllb-200-distilled-600M,1003,18,70,69.79062811565304,0.014126163683224653,evaluation/outputs/luke4/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,6,22,9,45,3,3,0,0,0,0,0,0,1,7,10
5,google_word_by_word,1003,33,121,120.63808574277168,0.00822110931698401,evaluation/outputs/luke5/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/google_word_by_word/passage_target.txt,0,0,3,15,1,5,28,100,0,0,1,1,0,0,0,22,11
5,helsinki,963,34,158,164.0706126687435,0.006058013499996855,evaluation/outputs/luke5/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/helsinki/passage_target.txt,0,0,20,124,6,26,5,5,0,0,3,3,0,0,2,19,13
5,llm_prompt_high,1003,2,6,5.982053838484546,0.14322433242895902,evaluation/outputs/luke5/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/llm_prompt_high/passage_target.txt,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,1
5,llm_prompt_low,1003,13,21,20.937188434695912,0.04558469299640958,evaluation/outputs/luke5/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/llm_prompt_low/passage_target.txt,0,0,7,7,4,12,2,2,0,0,0,0,0,0,0,2,11
5,llm_prompt_medium,1003,2,6,5.982053838484546,0.14322433242895902,evaluation/outputs/luke5/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/llm_prompt_medium/passage_target.txt,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,1
5,mBART-50,963,14,50,51.92107995846314,0.01889606184879226,evaluation/outputs/luke5/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/mBART-50/passage_target.txt,0,0,9,37,3,11,1,1,0,0,1,1,0,0,0,9,5
5,nllb-200-1.3B,963,17,45,46.72897196261682,0.020951635010769534,evaluation/outputs/luke5/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/nllb-200-1.3B/passage_target.txt,0,0,1,1,14,42,2,2,0,0,0,0,0,0,0,7,10
5,nllb-200-distilled-600M,963,20,76,78.92004153686396,0.012512506009381133,evaluation/outputs/luke5/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,4,16,10,50,4,4,0,0,2,6,0,0,1,8,11
6,google_word_by_word,1230,26,102,82.92682926829269,0.011915140947399011,evaluation/outputs/luke6/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/google_word_by_word/passage_target.txt,0,0,9,29,2,10,13,57,0,0,2,6,0,0,0,19,7
6,helsinki,1206,33,129,106.96517412935323,0.009262245979447952,evaluation/outputs/luke6/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/helsinki/passage_target.txt,1,5,19,83,3,15,7,19,0,0,3,7,0,0,0,24,9
6,llm_prompt_high,1230,15,31,25.203252032520325,0.038163201985727584,evaluation/outputs/luke6/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/llm_prompt_high/passage_target.txt,2,2,4,4,6,22,1,1,0,0,2,2,0,0,0,4,11
6,llm_prompt_low,1230,7,27,21.95121951219512,0.04357066950053135,evaluation/outputs/luke6/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/llm_prompt_low/passage_target.txt,0,0,1,5,4,20,1,1,0,0,1,1,0,0,0,5,2
6,llm_prompt_medium,1230,8,48,39.02439024390244,0.024984765386959172,evaluation/outputs/luke6/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/llm_prompt_medium/passage_target.txt,0,0,0,0,6,42,0,0,0,0,2,6,0,0,1,4,3
6,mBART-50,1206,26,106,87.893864013267,0.01124937037106132,evaluation/outputs/luke6/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/mBART-50/passage_target.txt,0,0,9,41,7,35,6,18,2,10,2,2,0,0,0,20,6
6,nllb-200-1.3B,1206,17,49,40.6301824212272,0.02402103334262837,evaluation/outputs/luke6/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/nllb-200-1.3B/passage_target.txt,0,0,5,17,5,13,2,6,0,0,5,13,0,0,0,8,9
6,nllb-200-distilled-600M,1206,38,94,77.9436152570481,0.012667268869609057,evaluation/outputs/luke6/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,7,19,19,51,11,19,0,0,1,5,0,0,0,14,24
7,google_word_by_word,1266,29,125,98.73617693522907,0.010026452093200069,evaluation/outputs/luke7/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/google_word_by_word/passage_target.txt,0,0,3,15,0,0,26,110,0,0,0,0,0,0,0,24,5
7,helsinki,1220,34,114,93.44262295081968,0.010588439507030029,evaluation/outputs/luke7/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/helsinki/passage_target.txt,0,0,18,70,5,17,8,16,0,0,3,11,0,0,0,20,14
7,llm_prompt_high,1266,1,5,3.9494470774091623,0.2020427705075008,evaluation/outputs/luke7/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/llm_prompt_high/passage_target.txt,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0
7,llm_prompt_low,1266,6,18,14.218009478672984,0.06571161631890378,evaluation/outputs/luke7/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/llm_prompt_low/passage_target.txt,0,0,3,7,2,10,0,0,0,0,1,1,0,0,0,3,3
7,llm_prompt_medium,1266,6,18,14.218009478672984,0.06571161631890378,evaluation/outputs/luke7/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/llm_prompt_medium/passage_target.txt,0,0,1,1,5,17,0,0,0,0,0,0,0,0,0,3,3
7,mBART-50,1220,31,115,94.26229508196721,0.010497332644983651,evaluation/outputs/luke7/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/mBART-50/passage_target.txt,0,0,8,40,7,23,6,14,0,0,8,36,2,2,0,21,10
7,nllb-200-1.3B,1220,25,85,69.67213114754098,0.014149849222918117,evaluation/outputs/luke7/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/nllb-200-1.3B/passage_target.txt,1,5,16,60,2,6,4,12,0,0,2,2,0,0,0,15,10
7,nllb-200-distilled-600M,1220,24,60,49.18032786885246,0.0199281280627246,evaluation/outputs/luke7/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,7,31,10,18,6,10,0,0,1,1,0,0,0,9,15
8,google_word_by_word,1470,48,168,114.28571428571428,0.008674101610904586,evaluation/outputs/luke8/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/google_word_by_word/passage_target.txt,0,0,11,43,0,0,37,125,0,0,0,0,0,0,0,30,18
8,helsinki,1425,39,131,91.92982456140352,0.010760808004530865,evaluation/outputs/luke8/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/helsinki/passage_target.txt,0,0,21,85,5,21,6,14,0,0,7,11,0,0,0,23,16
8,llm_prompt_high,1470,4,8,5.442176870748299,0.15522703273495247,evaluation/outputs/luke8/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/llm_prompt_high/passage_target.txt,0,0,3,7,0,0,1,1,0,0,0,0,0,0,0,1,3
8,llm_prompt_low,1470,13,37,25.170068027210885,0.038211593449441125,evaluation/outputs/luke8/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/llm_prompt_low/passage_target.txt,0,0,3,11,5,21,5,5,0,0,0,0,0,0,0,6,7
8,llm_prompt_medium,1470,13,21,14.285714285714285,0.06542056074766356,evaluation/outputs/luke8/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/llm_prompt_medium/passage_target.txt,0,0,8,8,2,6,0,0,0,0,3,7,0,0,0,2,11
8,mBART-50,1425,25,65,45.6140350877193,0.021452766277756868,evaluation/outputs/luke8/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/mBART-50/passage_target.txt,0,0,10,46,6,10,3,3,3,3,3,3,0,0,0,10,15
8,nllb-200-1.3B,1425,23,63,44.21052631578947,0.02211874272409779,evaluation/outputs/luke8/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/nllb-200-1.3B/passage_target.txt,1,1,6,22,5,21,4,4,0,0,6,10,1,5,0,10,13
8,nllb-200-distilled-600M,1425,24,76,53.333333333333336,0.01840490797546012,evaluation/outputs/luke8/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,10,50,1,1,9,17,0,0,4,8,0,0,0,13,11
