chapter,id,reference,correct,prior_answerability,open_book_choice,open_book_correct,dynamic_range,real_clean_correct,dead_weight,question,opt_A,opt_B,opt_C,opt_D,closed_guesses
2,uw-174347-mcq,2:7,D,0.00,D,1,1.0,True,False,芮茉把她刚出生的儿子放在哪里？,床上,摇篮里,篮子里,马槽里,BBBBB
2,uw-174351-mcq,2:15,B,0.00,B,1,1.0,True,False,天使离开后牧羊人去了哪里？,维珥顿城,亚斯林,泰洛村,田野,DCDDD
2,uw-174357-mcq,2:35,C,0.00,C,1,1.0,True,False,韦斯说芮茉将会经历什么？,她将远行,她将成为王后,一把剑将刺透她的心,她将有许多孩子,BBBBB
2,uw-174361-mcq,2:46,A,0.00,A,1,1.0,False,False,玛伦的父母在哪里找到他？,在殿里与教师们一起,在市场上,在田野里,在家里,DBDDD
4,uw-174379-mcq,4:3,B,0.00,B,1,1.0,True,False,魔君 挑战玛伦把石头变成什么？,金子,面包,水,酒,CCDCA
4,uw-174387-mcq,4:17,A,0.00,A,1,1.0,True,False,玛伦 在 会堂 里读哪卷书？,索达 先知书,诗篇,出埃及记,创世记,BDCDD
4,uw-174393-mcq,4:29,D,0.00,D,1,1.0,True,False,人们如何试图杀死玛伦？,用石头打他,钉他十字架,淹死他,把他扔下 悬崖,BBBBB
5,uw-174401-mcq,5:5,C,0.00,C,1,1.0,True,False,芮昂尽管一无所获，却放下了什么？,绳索,帆,网,锚,AAAAA
5,uw-174402-mcq,5:6,D,0.00,D,1,1.0,True,False,放下网时，网开始发生什么？,缠绕在一起,没有抓到鱼,漂走了,开始破损,BAACC
5,uw-174406-mcq,5:20,B,0.00,B,1,1.0,True,False,主对瘫痪的人说了什么？,他应当多祷告,他的罪被赦免了,他得了医治,他将能行走,CCCCC
6,uw-174415-mcq,6:5,B,0.00,B,1,1.0,True,False,玛伦为自己宣称什么称号？,万王之王,安息日的主,人子,和平之君,AAAAC
6,uw-174428-mcq,6:49,D,0.00,D,1,1.0,True,False,谁像是无根基建房的人？,使用坚固材料的人,遵守指示的人,建在沙土上的人,听见但不遵行的人,CCCCC
7,uw-174430-mcq,7:6,D,0.00,D,1,1.0,True,False,百夫长为什么派朋友去见玛伦而不亲自去？,他忙于管理士兵,他想试探玛伦,他害怕玛伦,他觉得玛伦来是配不上他的,AAAAB
7,uw-174431-mcq,7:7,D,0.00,D,1,1.0,True,False,百夫长希望玛伦怎样医治他的仆人？,用草药,按手医治,派医生去,只用一句话,BBBBB
8,uw-174449-mcq,8:21,A,0.00,A,1,1.0,True,False,玛伦说谁是他的母亲和弟兄？,听了并遵行的人,血缘关系的人,身体上跟随他的人,他的门徒,DDDDC
8,uw-174454-mcq,8:48,C,0.00,C,1,1.0,True,False,是什么医治了流血的妇人？,众人的信心,玛伦的话语,她对玛伦的信心,摸玛伦的衣襟,DBDBD
8,uw-174455-mcq,8:55,A,0.00,A,1,1.0,True,False,玛伦在黛恩家做了什么？,使黛恩的女儿复活,喂养全家,教训众人,医治黛恩的妻子,BDDBD
