experiment,variant,status,chapters_scored,chapter_count,missing_count,actual_rate_mean,combined_score,mcq_accuracy,open_llm_score_mean,answer_confidence_mean,insufficient_information_rate,evidence_supported_rate,generation_errors,total_items
omission,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.6887254901960784,0.8235294117647058,0.553921568627451,,,,2,204
mistranslation,0%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7941176470588235,0.9215686274509803,0.6666666666666666,,,,1,204
mistranslation,5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7843137254901961,0.9215686274509803,0.6470588235294118,,,,0,204
mistranslation,10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7892156862745098,0.9411764705882353,0.6372549019607843,,,,1,204
mistranslation,15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7426470588235294,0.8725490196078431,0.6127450980392157,,,,1,204
mistranslation,20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7009803921568627,0.8529411764705882,0.5490196078431373,,,,1,204
mistranslation,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.6323529411764706,0.8235294117647058,0.4411764705882353,,,,1,204
grammar,0%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7720588235294118,0.8725490196078431,0.6715686274509803,0.8518705500848358,0.05746832532546818,0.960504773004773,1,204
grammar,5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7892156862745098,0.8921568627450981,0.6862745098039216,0.8325040039325754,0.0554841983413412,0.9522719344147915,1,204
grammar,10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7647058823529411,0.8725490196078431,0.6568627450980392,0.8456738697810127,0.04499666999666999,0.9694333444333444,1,204
grammar,15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7524509803921569,0.8627450980392157,0.6421568627450981,0.8207343251986109,0.06367838510695653,0.9316318602032888,1,204
grammar,20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.75,0.8725490196078431,0.6274509803921569,0.8233050679479251,0.07432052074909218,0.9527357563071849,1,204
grammar,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7524509803921569,0.8529411764705882,0.6519607843137255,0.8428997589711875,0.0750420214705929,0.9555246340960627,1,204
inconsistency,0%,complete,"1,2,4,5,6,7,8",7,0,,0.7578947368421053,0.8631578947368421,0.6526315789473685,0.8545632608132607,0.043236855736855734,0.9539222351722352,1,190
inconsistency,name_5%,complete,"1,2,4,5,6,7,8",7,0,,0.7421052631578947,0.8947368421052632,0.5894736842105263,0.839601948976949,0.06175537425537425,0.9354037166537167,3,190
inconsistency,style_5%,complete,"1,2,4,5,6,7,8",7,0,,0.7552631578947369,0.8736842105263158,0.6368421052631579,0.8296053483553484,0.05712574462574462,0.9324575887075887,1,190
inconsistency,name_10%,complete,"1,2,4,5,6,7,8",7,0,,0.7763157894736842,0.9157894736842105,0.6368421052631579,0.8461935055685056,0.0650900025900026,0.9475119787619788,2,190
inconsistency,style_10%,complete,"1,2,4,5,6,7,8",7,0,,0.7552631578947369,0.8842105263157894,0.6263157894736842,0.8197220603470604,0.0690073815073815,0.9205759518259519,1,190
inconsistency,name_15%,complete,"1,2,4,5,6,7,8",7,0,,0.7631578947368421,0.9052631578947369,0.6210526315789474,0.8332184019684019,0.05489186739186739,0.9254322066822067,3,190
inconsistency,style_15%,complete,"1,2,4,5,6,7,8",7,0,,0.7657894736842106,0.8842105263157894,0.6473684210526316,0.8115991647241647,0.07279526029526029,0.9167880730380731,1,190
inconsistency,name_20%,complete,"1,2,4,5,6,7,8",7,0,,0.7578947368421053,0.8842105263157894,0.631578947368421,0.8386104636104635,0.061528749028749025,0.9373138435638435,4,190
inconsistency,style_20%,complete,"1,2,4,5,6,7,8",7,0,,0.7684210526315789,0.8842105263157894,0.6526315789473685,0.8146294677544678,0.07279526029526029,0.9167880730380731,1,190
local_inconsistency,style_5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.8166666666666667,0.9333333333333333,0.7,0.8418750000000002,0.05625,0.9625,0,90
local_inconsistency,style_10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7666666666666667,0.9111111111111111,0.6222222222222222,0.8475000000000001,0.037500000000000006,0.9625,0,90
local_inconsistency,style_15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.8444444444444444,0.9777777777777777,0.7111111111111111,0.8368750000000001,0.0625,0.95,0,90
local_inconsistency,style_20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.85,0.9777777777777777,0.7222222222222222,0.8425000000000001,0.06875,0.95,0,90
awkward,0%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7622549019607843,0.8725490196078431,0.6519607843137255,0.8518705500848358,0.05746832532546818,0.9637515262515263,1,204
awkward,5%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7965686274509803,0.9019607843137255,0.6911764705882353,0.8280730182515897,0.057448503877075306,0.956002331002331,1,204
awkward,10%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7769607843137255,0.8529411764705882,0.7009803921568627,0.8268150500293358,0.08550378193235336,0.944799248370677,2,204
awkward,15%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7892156862745098,0.8627450980392157,0.7156862745098039,0.8366309285952144,0.06359513502370645,0.9428983714698,2,204
awkward,20%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7671568627450981,0.8823529411764706,0.6519607843137255,0.806252775002775,0.10839755482612626,0.9174793460507746,2,204
awkward,30%,complete,"1,2,3,4,5,6,7,8",8,0,,0.7769607843137255,0.8823529411764706,0.6715686274509803,0.8216871422228565,0.07294689437546581,0.9547397047397047,3,204
