chapter,method,source_words,error_count,weighted_penalty,penalty_per_1000_words,mqm_quality_0_1,source_file,translation_file,accuracy_addition_count,accuracy_addition_penalty,accuracy_mistranslation_count,accuracy_mistranslation_penalty,accuracy_omission_count,accuracy_omission_penalty,fluency_grammar_count,fluency_grammar_penalty,other_count,other_penalty,terminology_count,terminology_penalty,untranslated_non_translation_count,untranslated_non_translation_penalty,critical_count,major_count,minor_count
2,llm_prompt_medium,1173,7,27,23.017902813299234,0.041635608561388565,evaluation/outputs/luke2/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke2/1.7b/llm_prompt_medium/passage_target.txt,0,0,2,10,3,15,1,1,0,0,1,1,0,0,0,5,2
2,llm_prompt_high,1173,3,31,26.427962489343564,0.036459142759456685,evaluation/outputs/luke2/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke2/1.7b/llm_prompt_high/passage_target.txt,0,0,1,1,2,30,0,0,0,0,0,0,0,0,1,1,1
2,helsinki,1109,23,103,92.87646528403967,0.010652297111681027,evaluation/outputs/luke2/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke2/1.7b/helsinki/passage_target.txt,0,0,18,90,3,11,2,2,0,0,0,0,0,0,0,20,3
2,mBART-50,1109,22,74,66.72678088367898,0.014765207897855119,evaluation/outputs/luke2/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke2/1.7b/mBART-50/passage_target.txt,0,0,5,25,6,26,2,2,0,0,7,11,2,10,0,13,9
2,nllb-200-distilled-600M,1109,31,55,49.59422903516682,0.019765100073072056,evaluation/outputs/luke2/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke2/1.7b/nllb-200-distilled-600M/passage_target.txt,2,2,13,29,11,19,5,5,0,0,0,0,0,0,0,6,25
2,nllb-200-1.3B,1109,15,31,27.953110910730388,0.03453860288392663,evaluation/outputs/luke2/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke2/1.7b/nllb-200-1.3B/passage_target.txt,0,0,9,9,4,16,2,6,0,0,0,0,0,0,0,4,11
3,google_word_by_word,913,14,38,41.621029572836804,0.023462596047593348,evaluation/outputs/luke3/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke3/1.7b/google_word_by_word/passage_target.txt,0,0,4,20,1,5,8,12,0,0,0,0,1,1,0,6,8
3,llm_prompt_low,913,4,16,17.524644030668128,0.05398214391296635,evaluation/outputs/luke3/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke3/1.7b/llm_prompt_low/passage_target.txt,0,0,2,6,2,10,0,0,0,0,0,0,0,0,0,3,1
3,llm_prompt_medium,913,10,38,41.621029572836804,0.023462596047593348,evaluation/outputs/luke3/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke3/1.7b/llm_prompt_medium/passage_target.txt,0,0,6,22,3,11,1,5,0,0,0,0,0,0,0,7,3
3,llm_prompt_high,913,2,10,10.95290251916758,0.0836616878951709,evaluation/outputs/luke3/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke3/1.7b/llm_prompt_high/passage_target.txt,0,0,1,5,1,5,0,0,0,0,0,0,0,0,0,2,0
3,helsinki,878,18,102,116.17312072892938,0.008534380528392855,evaluation/outputs/luke3/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke3/1.7b/helsinki/passage_target.txt,0,0,13,81,2,10,3,11,0,0,0,0,0,0,1,15,2
3,mBART-50,878,13,49,55.80865603644647,0.017602951200930268,evaluation/outputs/luke3/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke3/1.7b/mBART-50/passage_target.txt,0,0,6,26,5,21,1,1,1,1,0,0,0,0,0,9,4
3,nllb-200-distilled-600M,878,13,81,92.25512528473804,0.010723271208383204,evaluation/outputs/luke3/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke3/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,8,40,2,10,3,31,0,0,0,0,0,0,1,11,1
3,nllb-200-1.3B,878,10,62,70.61503416856492,0.01396354845892045,evaluation/outputs/luke3/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke3/1.7b/nllb-200-1.3B/passage_target.txt,0,0,7,35,1,25,2,2,0,0,0,0,0,0,1,7,2
4,google_word_by_word,1049,39,123,117.25452812202097,0.008456335802787608,evaluation/outputs/luke4/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/google_word_by_word/passage_target.txt,0,0,4,12,2,10,32,100,1,1,0,0,0,0,0,21,18
4,llm_prompt_low,1049,3,11,10.486177311725452,0.08706116690181759,evaluation/outputs/luke4/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/llm_prompt_low/passage_target.txt,0,0,1,5,2,6,0,0,0,0,0,0,0,0,0,2,1
4,llm_prompt_medium,1049,2,6,5.719733079122974,0.14881543481344872,evaluation/outputs/luke4/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/llm_prompt_medium/passage_target.txt,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,1
4,llm_prompt_high,1049,2,10,9.532888465204957,0.09494071861706942,evaluation/outputs/luke4/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/llm_prompt_high/passage_target.txt,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,2,0
4,helsinki,1003,22,118,117.6470588235294,0.00842835894893406,evaluation/outputs/luke4/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/helsinki/passage_target.txt,0,0,13,85,7,31,0,0,1,1,1,1,0,0,1,18,3
4,mBART-50,1003,20,64,63.80857427716849,0.015430057074288881,evaluation/outputs/luke4/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/mBART-50/passage_target.txt,0,0,7,31,5,25,3,3,0,0,5,5,0,0,0,11,9
4,nllb-200-distilled-600M,1003,11,23,22.93120638085743,0.04178644336124651,evaluation/outputs/luke4/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,2,2,6,14,2,6,0,0,1,1,0,0,0,3,8
4,nllb-200-1.3B,1003,15,51,50.84745762711865,0.019287348806799606,evaluation/outputs/luke4/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke4/1.7b/nllb-200-1.3B/passage_target.txt,1,1,3,15,8,32,3,3,0,0,0,0,0,0,0,9,6
5,google_word_by_word,1003,42,186,185.44366899302094,0.0053635503173745875,evaluation/outputs/luke5/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/google_word_by_word/passage_target.txt,0,0,0,0,3,15,34,166,0,0,5,5,0,0,0,36,6
5,llm_prompt_low,1003,21,37,36.88933200398804,0.026392653211588558,evaluation/outputs/luke5/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/llm_prompt_low/passage_target.txt,0,0,0,0,18,34,2,2,0,0,1,1,0,0,0,4,17
5,llm_prompt_medium,1003,6,10,9.970089730807578,0.09115695719349268,evaluation/outputs/luke5/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/llm_prompt_medium/passage_target.txt,1,1,1,1,4,8,0,0,0,0,0,0,0,0,0,1,5
5,llm_prompt_high,1003,3,11,10.967098703888334,0.08356244272265267,evaluation/outputs/luke5/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/llm_prompt_high/passage_target.txt,1,1,0,0,2,10,0,0,0,0,0,0,0,0,0,2,1
5,helsinki,963,27,171,177.57009345794393,0.005600041869471922,evaluation/outputs/luke5/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/helsinki/passage_target.txt,0,0,17,125,8,40,2,6,0,0,0,0,0,0,2,24,1
5,mBART-50,963,21,65,67.49740394600208,0.014599093431165956,evaluation/outputs/luke5/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/mBART-50/passage_target.txt,0,0,3,15,13,37,1,1,0,0,4,12,0,0,0,11,10
5,nllb-200-distilled-600M,963,24,80,83.07372793354102,0.011894322097748353,evaluation/outputs/luke5/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,1,5,18,66,2,2,1,5,2,2,0,0,1,8,15
5,nllb-200-1.3B,963,21,89,92.41952232606438,0.01070440069806476,evaluation/outputs/luke5/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke5/1.7b/nllb-200-1.3B/passage_target.txt,0,0,15,71,4,16,2,2,0,0,0,0,0,0,0,17,4
6,google_word_by_word,1230,27,99,80.48780487804878,0.012271774917689314,evaluation/outputs/luke6/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/google_word_by_word/passage_target.txt,0,0,14,66,1,5,12,28,0,0,0,0,0,0,0,18,9
6,llm_prompt_low,1230,12,28,22.764227642276424,0.042080054738282587,evaluation/outputs/luke6/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/llm_prompt_low/passage_target.txt,0,0,2,6,5,17,2,2,0,0,3,3,0,0,0,4,8
6,llm_prompt_medium,1230,13,69,56.09756097560976,0.017513882956001706,evaluation/outputs/luke6/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/llm_prompt_medium/passage_target.txt,2,6,6,18,5,45,0,0,0,0,0,0,0,0,1,8,4
6,llm_prompt_high,1230,9,21,17.073170731707318,0.055330634278002694,evaluation/outputs/luke6/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/llm_prompt_high/passage_target.txt,0,0,2,6,4,12,1,1,0,0,2,2,0,0,0,3,6
6,helsinki,1206,33,141,116.91542288557214,0.008480654824690941,evaluation/outputs/luke6/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/helsinki/passage_target.txt,0,0,23,103,8,32,1,5,0,0,1,1,0,0,0,27,6
6,mBART-50,1206,37,145,120.23217247097844,0.008248635486915722,evaluation/outputs/luke6/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/mBART-50/passage_target.txt,0,0,14,62,13,53,5,9,2,10,3,11,0,0,0,27,10
6,nllb-200-distilled-600M,1206,31,75,62.18905472636816,0.015825525549169356,evaluation/outputs/luke6/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,9,33,14,30,7,11,0,0,1,1,0,0,0,11,20
6,nllb-200-1.3B,1206,17,53,43.9469320066335,0.02224845958012028,evaluation/outputs/luke6/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke6/1.7b/nllb-200-1.3B/passage_target.txt,0,0,7,19,6,22,3,11,0,0,1,1,0,0,0,9,8
7,google_word_by_word,1266,36,160,126.3823064770932,0.007850383837882753,evaluation/outputs/luke7/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/google_word_by_word/passage_target.txt,0,0,5,25,2,2,29,133,0,0,0,0,0,0,0,31,5
7,llm_prompt_low,1266,3,11,8.688783570300158,0.1032121310940812,evaluation/outputs/luke7/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/llm_prompt_low/passage_target.txt,0,0,1,5,1,5,0,0,0,0,1,1,0,0,0,2,1
7,llm_prompt_medium,1266,6,22,17.377567140600316,0.05441416659503138,evaluation/outputs/luke7/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/llm_prompt_medium/passage_target.txt,1,5,0,0,5,17,0,0,0,0,0,0,0,0,0,4,2
7,llm_prompt_high,1266,4,8,6.3191153238546605,0.13662853442693718,evaluation/outputs/luke7/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/llm_prompt_high/passage_target.txt,0,0,3,7,1,1,0,0,0,0,0,0,0,0,0,1,3
7,helsinki,1220,29,125,102.45901639344262,0.00966566312787197,evaluation/outputs/luke7/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/helsinki/passage_target.txt,0,0,19,79,4,40,5,5,0,0,1,1,0,0,1,18,10
7,mBART-50,1220,24,88,72.1311475409836,0.013674064111185833,evaluation/outputs/luke7/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/mBART-50/passage_target.txt,0,0,6,30,9,33,2,2,0,0,7,23,0,0,0,16,8
7,nllb-200-distilled-600M,1220,14,46,37.704918032786885,0.02583650995340957,evaluation/outputs/luke7/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,5,25,6,18,2,2,0,0,1,1,0,0,0,8,6
7,nllb-200-1.3B,1220,37,93,76.22950819672131,0.012948418594778178,evaluation/outputs/luke7/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke7/1.7b/nllb-200-1.3B/passage_target.txt,1,1,19,63,10,22,6,6,0,0,1,1,0,0,0,14,23
8,google_word_by_word,1470,43,155,105.44217687074831,0.009394772160797597,evaluation/outputs/luke8/1.7b/google_word_by_word/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/google_word_by_word/passage_target.txt,0,0,11,63,1,5,31,87,0,0,0,0,0,0,1,22,20
8,llm_prompt_low,1470,15,19,12.92517006802721,0.0718124084025403,evaluation/outputs/luke8/1.7b/llm_prompt_low/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/llm_prompt_low/passage_target.txt,0,0,5,5,4,8,5,5,0,0,1,1,0,0,0,1,14
8,llm_prompt_medium,1470,6,6,4.081632653061225,0.19678714859437751,evaluation/outputs/luke8/1.7b/llm_prompt_medium/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/llm_prompt_medium/passage_target.txt,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,6
8,llm_prompt_high,1470,3,7,4.761904761904763,0.17355371900826444,evaluation/outputs/luke8/1.7b/llm_prompt_high/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/llm_prompt_high/passage_target.txt,0,0,2,6,0,0,1,1,0,0,0,0,0,0,0,1,2
8,helsinki,1425,38,162,113.6842105263158,0.008719596145020651,evaluation/outputs/luke8/1.7b/helsinki/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/helsinki/passage_target.txt,0,0,20,112,2,10,8,20,0,0,8,20,0,0,1,25,12
8,mBART-50,1425,26,90,63.15789473684211,0.015586546349466775,evaluation/outputs/luke8/1.7b/mBART-50/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/mBART-50/passage_target.txt,0,0,7,31,12,48,3,7,0,0,4,4,0,0,0,16,10
8,nllb-200-distilled-600M,1425,29,77,54.03508771929825,0.018170226330889383,evaluation/outputs/luke8/1.7b/nllb-200-distilled-600M/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/nllb-200-distilled-600M/passage_target.txt,0,0,11,47,7,11,7,11,1,1,3,7,0,0,0,12,17
8,nllb-200-1.3B,1425,27,55,38.59649122807018,0.02525476295968099,evaluation/outputs/luke8/1.7b/nllb-200-1.3B/passage_source_decanonicalized.txt,evaluation/outputs/luke8/1.7b/nllb-200-1.3B/passage_target.txt,2,2,15,35,2,10,2,2,0,0,6,6,0,0,0,7,20
